distribution k Trace stats.attr ratio
combined 18 gwa-t10 task_runtime 0.701421800947867
exponential 18 gwa-t10 task_runtime 0.004739336492891
gamma 18 gwa-t10 task_runtime 0.649289099526066
lognormal 18 gwa-t10 task_runtime 0.635071090047393
normal 18 gwa-t10 task_runtime 0.649289099526066
weibull 18 gwa-t10 task_runtime 0.644549763033175
combined 19 gwa-t10 task_runtime 0.710900473933649
exponential 19 gwa-t10 task_runtime 0.004739336492891
gamma 19 gwa-t10 task_runtime 0.644549763033175
lognormal 19 gwa-t10 task_runtime 0.639810426540284
normal 19 gwa-t10 task_runtime 0.649289099526066
weibull 19 gwa-t10 task_runtime 0.639810426540284
combined 20 gwa-t10 task_runtime 0.706161137440758
exponential 20 gwa-t10 task_runtime 0.004739336492891
gamma 20 gwa-t10 task_runtime 0.654028436018957
lognormal 20 gwa-t10 task_runtime 0.635071090047393
normal 20 gwa-t10 task_runtime 0.654028436018957
weibull 20 gwa-t10 task_runtime 0.644549763033175
combined 1 gwa-t11 task_runtime 0.125
exponential 1 gwa-t11 task_runtime 0
gamma 1 gwa-t11 task_runtime 0.1125
lognormal 1 gwa-t11 task_runtime 0.125
normal 1 gwa-t11 task_runtime 0.0875
weibull 1 gwa-t11 task_runtime 0.1
combined 2 gwa-t11 task_runtime 0.125
exponential 2 gwa-t11 task_runtime 0
gamma 2 gwa-t11 task_runtime 0.1
lognormal 2 gwa-t11 task_runtime 0.1
normal 2 gwa-t11 task_runtime 0.125
weibull 2 gwa-t11 task_runtime 0.1
combined 3 gwa-t11 task_runtime 0.2125
exponential 3 gwa-t11 task_runtime 0
gamma 3 gwa-t11 task_runtime 0.175
lognormal 3 gwa-t11 task_runtime 0.1875
normal 3 gwa-t11 task_runtime 0.2
weibull 3 gwa-t11 task_runtime 0.15
combined 4 gwa-t11 task_runtime 0.225
exponential 4 gwa-t11 task_runtime 0
gamma 4 gwa-t11 task_runtime 0.1875
lognormal 4 gwa-t11 task_runtime 0.1875
normal 4 gwa-t11 task_runtime 0.1875
weibull 4 gwa-t11 task_runtime 0.175
combined 5 gwa-t11 task_runtime 0.2375
exponential 5 gwa-t11 task_runtime 0
gamma 5 gwa-t11 task_runtime 0.2
lognormal 5 gwa-t11 task_runtime 0.1875
normal 5 gwa-t11 task_runtime 0.2
weibull 5 gwa-t11 task_runtime 0.1625
combined 6 gwa-t11 task_runtime 0.2625
exponential 6 gwa-t11 task_runtime 0
gamma 6 gwa-t11 task_runtime 0.2125
lognormal 6 gwa-t11 task_runtime 0.2
normal 6 gwa-t11 task_runtime 0.2125
weibull 6 gwa-t11 task_runtime 0.2125
combined 7 gwa-t11 task_runtime 0.275
exponential 7 gwa-t11 task_runtime 0
gamma 7 gwa-t11 task_runtime 0.2
lognormal 7 gwa-t11 task_runtime 0.2125
normal 7 gwa-t11 task_runtime 0.2125
weibull 7 gwa-t11 task_runtime 0.225
combined 8 gwa-t11 task_runtime 0.2625
exponential 8 gwa-t11 task_runtime 0
gamma 8 gwa-t11 task_runtime 0.2125
lognormal 8 gwa-t11 task_runtime 0.1875
normal 8 gwa-t11 task_runtime 0.2125
weibull 8 gwa-t11 task_runtime 0.2125
combined 9 gwa-t11 task_runtime 0.3125
exponential 9 gwa-t11 task_runtime 0
gamma 9 gwa-t11 task_runtime 0.2375
lognormal 9 gwa-t11 task_runtime 0.225
normal 9 gwa-t11 task_runtime 0.225
weibull 9 gwa-t11 task_runtime 0.2375
combined 10 gwa-t11 task_runtime 0.3
exponential 10 gwa-t11 task_runtime 0
gamma 10 gwa-t11 task_runtime 0.2375
lognormal 10 gwa-t11 task_runtime 0.2125
normal 10 gwa-t11 task_runtime 0.2375
weibull 10 gwa-t11 task_runtime 0.25
combined 11 gwa-t11 task_runtime 0.325
exponential 11 gwa-t11 task_runtime 0
gamma 11 gwa-t11 task_runtime 0.2375
lognormal 11 gwa-t11 task_runtime 0.2375
normal 11 gwa-t11 task_runtime 0.225
weibull 11 gwa-t11 task_runtime 0.275
combined 12 gwa-t11 task_runtime 0.3
exponential 12 gwa-t11 task_runtime 0
gamma 12 gwa-t11 task_runtime 0.225
lognormal 12 gwa-t11 task_runtime 0.2125
normal 12 gwa-t11 task_runtime 0.225
weibull 12 gwa-t11 task_runtime 0.25
combined 13 gwa-t11 task_runtime 0.35
exponential 13 gwa-t11 task_runtime 0
gamma 13 gwa-t11 task_runtime 0.25
lognormal 13 gwa-t11 task_runtime 0.2375
normal 13 gwa-t11 task_runtime 0.25
weibull 13 gwa-t11 task_runtime 0.275
combined 14 gwa-t11 task_runtime 0.3625
exponential 14 gwa-t11 task_runtime 0
gamma 14 gwa-t11 task_runtime 0.2625
lognormal 14 gwa-t11 task_runtime 0.2375
normal 14 gwa-t11 task_runtime 0.25
weibull 14 gwa-t11 task_runtime 0.3
combined 15 gwa-t11 task_runtime 0.3625
exponential 15 gwa-t11 task_runtime 0
gamma 15 gwa-t11 task_runtime 0.2625
lognormal 15 gwa-t11 task_runtime 0.2125
normal 15 gwa-t11 task_runtime 0.25
weibull 15 gwa-t11 task_runtime 0.3
combined 16 gwa-t11 task_runtime 0.375
exponential 16 gwa-t11 task_runtime 0
gamma 16 gwa-t11 task_runtime 0.275
lognormal 16 gwa-t11 task_runtime 0.25
normal 16 gwa-t11 task_runtime 0.2625
weibull 16 gwa-t11 task_runtime 0.275
combined 17 gwa-t11 task_runtime 0.375
exponential 17 gwa-t11 task_runtime 0
gamma 17 gwa-t11 task_runtime 0.2875
lognormal 17 gwa-t11 task_runtime 0.2375
normal 17 gwa-t11 task_runtime 0.275
weibull 17 gwa-t11 task_runtime 0.2875
combined 18 gwa-t11 task_runtime 0.3625
exponential 18 gwa-t11 task_runtime 0
gamma 18 gwa-t11 task_runtime 0.2625
lognormal 18 gwa-t11 task_runtime 0.2
normal 18 gwa-t11 task_runtime 0.275
weibull 18 gwa-t11 task_runtime 0.3125
combined 19 gwa-t11 task_runtime 0.3875
exponential 19 gwa-t11 task_runtime 0
gamma 19 gwa-t11 task_runtime 0.2625
lognormal 19 gwa-t11 task_runtime 0.2
normal 19 gwa-t11 task_runtime 0.3125
weibull 19 gwa-t11 task_runtime 0.3375
combined 20 gwa-t11 task_runtime 0.45
exponential 20 gwa-t11 task_runtime 0
gamma 20 gwa-t11 task_runtime 0.325
lognormal 20 gwa-t11 task_runtime 0.2875
normal 20 gwa-t11 task_runtime 0.3625
weibull 20 gwa-t11 task_runtime 0.3875
