distribution k Trace stats.attr ratio
lognormal 9 gwa-t3 bot_runtime_sum 0.761904761904762
normal 9 gwa-t3 bot_runtime_sum 0.773809523809524
weibull 9 gwa-t3 bot_runtime_sum 0.785714285714286
combined 10 gwa-t3 bot_runtime_sum 0.845238095238095
exponential 10 gwa-t3 bot_runtime_sum 0
gamma 10 gwa-t3 bot_runtime_sum 0.797619047619048
lognormal 10 gwa-t3 bot_runtime_sum 0.785714285714286
normal 10 gwa-t3 bot_runtime_sum 0.773809523809524
weibull 10 gwa-t3 bot_runtime_sum 0.797619047619048
combined 11 gwa-t3 bot_runtime_sum 0.845238095238095
exponential 11 gwa-t3 bot_runtime_sum 0
gamma 11 gwa-t3 bot_runtime_sum 0.797619047619048
lognormal 11 gwa-t3 bot_runtime_sum 0.773809523809524
normal 11 gwa-t3 bot_runtime_sum 0.75
weibull 11 gwa-t3 bot_runtime_sum 0.785714285714286
combined 12 gwa-t3 bot_runtime_sum 0.857142857142857
exponential 12 gwa-t3 bot_runtime_sum 0
gamma 12 gwa-t3 bot_runtime_sum 0.80952380952381
lognormal 12 gwa-t3 bot_runtime_sum 0.785714285714286
normal 12 gwa-t3 bot_runtime_sum 0.773809523809524
weibull 12 gwa-t3 bot_runtime_sum 0.785714285714286
combined 13 gwa-t3 bot_runtime_sum 0.869047619047619
exponential 13 gwa-t3 bot_runtime_sum 0
gamma 13 gwa-t3 bot_runtime_sum 0.80952380952381
lognormal 13 gwa-t3 bot_runtime_sum 0.797619047619048
normal 13 gwa-t3 bot_runtime_sum 0.773809523809524
weibull 13 gwa-t3 bot_runtime_sum 0.80952380952381
combined 14 gwa-t3 bot_runtime_sum 0.869047619047619
exponential 14 gwa-t3 bot_runtime_sum 0
gamma 14 gwa-t3 bot_runtime_sum 0.80952380952381
lognormal 14 gwa-t3 bot_runtime_sum 0.797619047619048
normal 14 gwa-t3 bot_runtime_sum 0.773809523809524
weibull 14 gwa-t3 bot_runtime_sum 0.80952380952381
combined 15 gwa-t3 bot_runtime_sum 0.869047619047619
exponential 15 gwa-t3 bot_runtime_sum 0
gamma 15 gwa-t3 bot_runtime_sum 0.80952380952381
lognormal 15 gwa-t3 bot_runtime_sum 0.797619047619048
normal 15 gwa-t3 bot_runtime_sum 0.773809523809524
weibull 15 gwa-t3 bot_runtime_sum 0.80952380952381
combined 16 gwa-t3 bot_runtime_sum 0.880952380952381
exponential 16 gwa-t3 bot_runtime_sum 0
gamma 16 gwa-t3 bot_runtime_sum 0.797619047619048
lognormal 16 gwa-t3 bot_runtime_sum 0.785714285714286
normal 16 gwa-t3 bot_runtime_sum 0.773809523809524
weibull 16 gwa-t3 bot_runtime_sum 0.80952380952381
combined 17 gwa-t3 bot_runtime_sum 0.880952380952381
exponential 17 gwa-t3 bot_runtime_sum 0
gamma 17 gwa-t3 bot_runtime_sum 0.821428571428571
lognormal 17 gwa-t3 bot_runtime_sum 0.80952380952381
normal 17 gwa-t3 bot_runtime_sum 0.785714285714286
weibull 17 gwa-t3 bot_runtime_sum 0.821428571428571
combined 18 gwa-t3 bot_runtime_sum 0.880952380952381
exponential 18 gwa-t3 bot_runtime_sum 0
gamma 18 gwa-t3 bot_runtime_sum 0.833333333333333
lognormal 18 gwa-t3 bot_runtime_sum 0.797619047619048
normal 18 gwa-t3 bot_runtime_sum 0.797619047619048
weibull 18 gwa-t3 bot_runtime_sum 0.821428571428571
combined 19 gwa-t3 bot_runtime_sum 0.892857142857143
exponential 19 gwa-t3 bot_runtime_sum 0
gamma 19 gwa-t3 bot_runtime_sum 0.80952380952381
lognormal 19 gwa-t3 bot_runtime_sum 0.80952380952381
normal 19 gwa-t3 bot_runtime_sum 0.80952380952381
weibull 19 gwa-t3 bot_runtime_sum 0.845238095238095
combined 20 gwa-t3 bot_runtime_sum 0.892857142857143
exponential 20 gwa-t3 bot_runtime_sum 0
gamma 20 gwa-t3 bot_runtime_sum 0.821428571428571
lognormal 20 gwa-t3 bot_runtime_sum 0.80952380952381
normal 20 gwa-t3 bot_runtime_sum 0.80952380952381
weibull 20 gwa-t3 bot_runtime_sum 0.845238095238095
combined 1 gwa-t4 bot_runtime_sum 0.116564417177914
exponential 1 gwa-t4 bot_runtime_sum 0.0184049079754601
gamma 1 gwa-t4 bot_runtime_sum 0.110429447852761
lognormal 1 gwa-t4 bot_runtime_sum 0.0920245398773006
normal 1 gwa-t4 bot_runtime_sum 0.116564417177914
weibull 1 gwa-t4 bot_runtime_sum 0.0920245398773006
combined 2 gwa-t4 bot_runtime_sum 0.128834355828221
exponential 2 gwa-t4 bot_runtime_sum 0.0184049079754601
gamma 2 gwa-t4 bot_runtime_sum 0.122699386503067
lognormal 2 gwa-t4 bot_runtime_sum 0.110429447852761
normal 2 gwa-t4 bot_runtime_sum 0.128834355828221
weibull 2 gwa-t4 bot_runtime_sum 0.122699386503067
combined 3 gwa-t4 bot_runtime_sum 0.245398773006135
exponential 3 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 3 gwa-t4 bot_runtime_sum 0.226993865030675
lognormal 3 gwa-t4 bot_runtime_sum 0.134969325153374
normal 3 gwa-t4 bot_runtime_sum 0.239263803680982
weibull 3 gwa-t4 bot_runtime_sum 0.226993865030675
combined 4 gwa-t4 bot_runtime_sum 0.276073619631902
exponential 4 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 4 gwa-t4 bot_runtime_sum 0.263803680981595
lognormal 4 gwa-t4 bot_runtime_sum 0.159509202453988
normal 4 gwa-t4 bot_runtime_sum 0.269938650306748
weibull 4 gwa-t4 bot_runtime_sum 0.245398773006135
combined 5 gwa-t4 bot_runtime_sum 0.331288343558282
exponential 5 gwa-t4 bot_runtime_sum 0.0184049079754601
gamma 5 gwa-t4 bot_runtime_sum 0.245398773006135
lognormal 5 gwa-t4 bot_runtime_sum 0.159509202453988
normal 5 gwa-t4 bot_runtime_sum 0.319018404907975
weibull 5 gwa-t4 bot_runtime_sum 0.306748466257669
combined 6 gwa-t4 bot_runtime_sum 0.331288343558282
exponential 6 gwa-t4 bot_runtime_sum 0.0184049079754601
gamma 6 gwa-t4 bot_runtime_sum 0.251533742331288
lognormal 6 gwa-t4 bot_runtime_sum 0.165644171779141
normal 6 gwa-t4 bot_runtime_sum 0.319018404907975
weibull 6 gwa-t4 bot_runtime_sum 0.300613496932515
combined 7 gwa-t4 bot_runtime_sum 0.343558282208589
exponential 7 gwa-t4 bot_runtime_sum 0.0184049079754601
gamma 7 gwa-t4 bot_runtime_sum 0.257668711656442
lognormal 7 gwa-t4 bot_runtime_sum 0.177914110429448
normal 7 gwa-t4 bot_runtime_sum 0.343558282208589
weibull 7 gwa-t4 bot_runtime_sum 0.306748466257669
combined 8 gwa-t4 bot_runtime_sum 0.392638036809816
exponential 8 gwa-t4 bot_runtime_sum 0.0184049079754601
gamma 8 gwa-t4 bot_runtime_sum 0.288343558282209
lognormal 8 gwa-t4 bot_runtime_sum 0.214723926380368
normal 8 gwa-t4 bot_runtime_sum 0.380368098159509
weibull 8 gwa-t4 bot_runtime_sum 0.361963190184049
combined 9 gwa-t4 bot_runtime_sum 0.417177914110429
exponential 9 gwa-t4 bot_runtime_sum 0.0184049079754601
gamma 9 gwa-t4 bot_runtime_sum 0.312883435582822
lognormal 9 gwa-t4 bot_runtime_sum 0.245398773006135
normal 9 gwa-t4 bot_runtime_sum 0.398773006134969
weibull 9 gwa-t4 bot_runtime_sum 0.374233128834356
combined 10 gwa-t4 bot_runtime_sum 0.411042944785276
exponential 10 gwa-t4 bot_runtime_sum 0.0184049079754601
gamma 10 gwa-t4 bot_runtime_sum 0.312883435582822
lognormal 10 gwa-t4 bot_runtime_sum 0.245398773006135
normal 10 gwa-t4 bot_runtime_sum 0.392638036809816
weibull 10 gwa-t4 bot_runtime_sum 0.380368098159509
combined 11 gwa-t4 bot_runtime_sum 0.429447852760736
exponential 11 gwa-t4 bot_runtime_sum 0.0184049079754601
gamma 11 gwa-t4 bot_runtime_sum 0.319018404907975
lognormal 11 gwa-t4 bot_runtime_sum 0.251533742331288
normal 11 gwa-t4 bot_runtime_sum 0.386503067484663
weibull 11 gwa-t4 bot_runtime_sum 0.392638036809816
combined 12 gwa-t4 bot_runtime_sum 0.411042944785276
exponential 12 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 12 gwa-t4 bot_runtime_sum 0.288343558282209
lognormal 12 gwa-t4 bot_runtime_sum 0.239263803680982
normal 12 gwa-t4 bot_runtime_sum 0.368098159509202
weibull 12 gwa-t4 bot_runtime_sum 0.355828220858896
combined 13 gwa-t4 bot_runtime_sum 0.417177914110429
exponential 13 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 13 gwa-t4 bot_runtime_sum 0.288343558282209
lognormal 13 gwa-t4 bot_runtime_sum 0.251533742331288
normal 13 gwa-t4 bot_runtime_sum 0.386503067484663
weibull 13 gwa-t4 bot_runtime_sum 0.349693251533742
combined 14 gwa-t4 bot_runtime_sum 0.417177914110429
exponential 14 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 14 gwa-t4 bot_runtime_sum 0.288343558282209
lognormal 14 gwa-t4 bot_runtime_sum 0.251533742331288
normal 14 gwa-t4 bot_runtime_sum 0.380368098159509
weibull 14 gwa-t4 bot_runtime_sum 0.361963190184049
combined 15 gwa-t4 bot_runtime_sum 0.429447852760736
exponential 15 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 15 gwa-t4 bot_runtime_sum 0.300613496932515
lognormal 15 gwa-t4 bot_runtime_sum 0.257668711656442
normal 15 gwa-t4 bot_runtime_sum 0.392638036809816
weibull 15 gwa-t4 bot_runtime_sum 0.368098159509202
combined 16 gwa-t4 bot_runtime_sum 0.447852760736196
exponential 16 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 16 gwa-t4 bot_runtime_sum 0.312883435582822
lognormal 16 gwa-t4 bot_runtime_sum 0.251533742331288
normal 16 gwa-t4 bot_runtime_sum 0.411042944785276
weibull 16 gwa-t4 bot_runtime_sum 0.386503067484663
combined 17 gwa-t4 bot_runtime_sum 0.466257668711656
exponential 17 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 17 gwa-t4 bot_runtime_sum 0.312883435582822
lognormal 17 gwa-t4 bot_runtime_sum 0.282208588957055
normal 17 gwa-t4 bot_runtime_sum 0.423312883435583
weibull 17 gwa-t4 bot_runtime_sum 0.392638036809816
combined 18 gwa-t4 bot_runtime_sum 0.460122699386503
exponential 18 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 18 gwa-t4 bot_runtime_sum 0.337423312883436
lognormal 18 gwa-t4 bot_runtime_sum 0.288343558282209
normal 18 gwa-t4 bot_runtime_sum 0.423312883435583
weibull 18 gwa-t4 bot_runtime_sum 0.386503067484663
combined 19 gwa-t4 bot_runtime_sum 0.47239263803681
exponential 19 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 19 gwa-t4 bot_runtime_sum 0.337423312883436
lognormal 19 gwa-t4 bot_runtime_sum 0.294478527607362
normal 19 gwa-t4 bot_runtime_sum 0.423312883435583
weibull 19 gwa-t4 bot_runtime_sum 0.386503067484663
combined 20 gwa-t4 bot_runtime_sum 0.478527607361963
exponential 20 gwa-t4 bot_runtime_sum 0.0245398773006135
gamma 20 gwa-t4 bot_runtime_sum 0.337423312883436
lognormal 20 gwa-t4 bot_runtime_sum 0.294478527607362
normal 20 gwa-t4 bot_runtime_sum 0.43558282208589
weibull 20 gwa-t4 bot_runtime_sum 0.386503067484663
combined 1 gwa-t10 bot_runtime_sum 0.330985915492958
exponential 1 gwa-t10 bot_runtime_sum 0.00704225352112676
gamma 1 gwa-t10 bot_runtime_sum 0.295774647887324
lognormal 1 gwa-t10 bot_runtime_sum 0.309859154929577
normal 1 gwa-t10 bot_runtime_sum 0.323943661971831
weibull 1 gwa-t10 bot_runtime_sum 0.330985915492958
combined 2 gwa-t10 bot_runtime_sum 0.619718309859155
exponential 2 gwa-t10 bot_runtime_sum 0
gamma 2 gwa-t10 bot_runtime_sum 0.591549295774648
lognormal 2 gwa-t10 bot_runtime_sum 0.619718309859155
normal 2 gwa-t10 bot_runtime_sum 0.556338028169014
weibull 2 gwa-t10 bot_runtime_sum 0.570422535211268
combined 3 gwa-t10 bot_runtime_sum 0.633802816901408
exponential 3 gwa-t10 bot_runtime_sum 0
gamma 3 gwa-t10 bot_runtime_sum 0.612676056338028
lognormal 3 gwa-t10 bot_runtime_sum 0.633802816901408
normal 3 gwa-t10 bot_runtime_sum 0.570422535211268
weibull 3 gwa-t10 bot_runtime_sum 0.591549295774648
combined 4 gwa-t10 bot_runtime_sum 0.669014084507042
exponential 4 gwa-t10 bot_runtime_sum 0
gamma 4 gwa-t10 bot_runtime_sum 0.640845070422535
lognormal 4 gwa-t10 bot_runtime_sum 0.661971830985915
normal 4 gwa-t10 bot_runtime_sum 0.591549295774648
weibull 4 gwa-t10 bot_runtime_sum 0.598591549295775
combined 5 gwa-t10 bot_runtime_sum 0.746478873239437
exponential 5 gwa-t10 bot_runtime_sum 0
gamma 5 gwa-t10 bot_runtime_sum 0.676056338028169
lognormal 5 gwa-t10 bot_runtime_sum 0.697183098591549
normal 5 gwa-t10 bot_runtime_sum 0.633802816901408
weibull 5 gwa-t10 bot_runtime_sum 0.654929577464789
combined 6 gwa-t10 bot_runtime_sum 0.802816901408451
exponential 6 gwa-t10 bot_runtime_sum 0
gamma 6 gwa-t10 bot_runtime_sum 0.753521126760563
lognormal 6 gwa-t10 bot_runtime_sum 0.746478873239437
normal 6 gwa-t10 bot_runtime_sum 0.690140845070423
weibull 6 gwa-t10 bot_runtime_sum 0.732394366197183
combined 7 gwa-t10 bot_runtime_sum 0.830985915492958
exponential 7 gwa-t10 bot_runtime_sum 0
gamma 7 gwa-t10 bot_runtime_sum 0.753521126760563
lognormal 7 gwa-t10 bot_runtime_sum 0.767605633802817
normal 7 gwa-t10 bot_runtime_sum 0.711267605633803
weibull 7 gwa-t10 bot_runtime_sum 0.746478873239437
combined 8 gwa-t10 bot_runtime_sum 0.830985915492958
exponential 8 gwa-t10 bot_runtime_sum 0
gamma 8 gwa-t10 bot_runtime_sum 0.746478873239437
lognormal 8 gwa-t10 bot_runtime_sum 0.767605633802817
normal 8 gwa-t10 bot_runtime_sum 0.73943661971831
weibull 8 gwa-t10 bot_runtime_sum 0.767605633802817
combined 9 gwa-t10 bot_runtime_sum 0.887323943661972
exponential 9 gwa-t10 bot_runtime_sum 0
gamma 9 gwa-t10 bot_runtime_sum 0.809859154929577
lognormal 9 gwa-t10 bot_runtime_sum 0.816901408450704
normal 9 gwa-t10 bot_runtime_sum 0.802816901408451
weibull 9 gwa-t10 bot_runtime_sum 0.823943661971831
combined 10 gwa-t10 bot_runtime_sum 0.880281690140845
exponential 10 gwa-t10 bot_runtime_sum 0
gamma 10 gwa-t10 bot_runtime_sum 0.816901408450704
lognormal 10 gwa-t10 bot_runtime_sum 0.809859154929577
normal 10 gwa-t10 bot_runtime_sum 0.816901408450704
weibull 10 gwa-t10 bot_runtime_sum 0.823943661971831
combined 11 gwa-t10 bot_runtime_sum 0.880281690140845
exponential 11 gwa-t10 bot_runtime_sum 0
gamma 11 gwa-t10 bot_runtime_sum 0.816901408450704
lognormal 11 gwa-t10 bot_runtime_sum 0.809859154929577
normal 11 gwa-t10 bot_runtime_sum 0.809859154929577
weibull 11 gwa-t10 bot_runtime_sum 0.838028169014085
combined 12 gwa-t10 bot_runtime_sum 0.880281690140845
exponential 12 gwa-t10 bot_runtime_sum 0
gamma 12 gwa-t10 bot_runtime_sum 0.816901408450704
lognormal 12 gwa-t10 bot_runtime_sum 0.809859154929577
normal 12 gwa-t10 bot_runtime_sum 0.816901408450704
weibull 12 gwa-t10 bot_runtime_sum 0.838028169014085
combined 13 gwa-t10 bot_runtime_sum 0.894366197183099
exponential 13 gwa-t10 bot_runtime_sum 0
gamma 13 gwa-t10 bot_runtime_sum 0.816901408450704
lognormal 13 gwa-t10 bot_runtime_sum 0.802816901408451
normal 13 gwa-t10 bot_runtime_sum 0.823943661971831
weibull 13 gwa-t10 bot_runtime_sum 0.852112676056338
combined 14 gwa-t10 bot_runtime_sum 0.894366197183099
exponential 14 gwa-t10 bot_runtime_sum 0
gamma 14 gwa-t10 bot_runtime_sum 0.816901408450704
lognormal 14 gwa-t10 bot_runtime_sum 0.816901408450704
normal 14 gwa-t10 bot_runtime_sum 0.823943661971831
weibull 14 gwa-t10 bot_runtime_sum 0.838028169014085
combined 15 gwa-t10 bot_runtime_sum 0.901408450704225
exponential 15 gwa-t10 bot_runtime_sum 0
gamma 15 gwa-t10 bot_runtime_sum 0.830985915492958
lognormal 15 gwa-t10 bot_runtime_sum 0.823943661971831
normal 15 gwa-t10 bot_runtime_sum 0.830985915492958
weibull 15 gwa-t10 bot_runtime_sum 0.845070422535211
combined 16 gwa-t10 bot_runtime_sum 0.908450704225352
exponential 16 gwa-t10 bot_runtime_sum 0
gamma 16 gwa-t10 bot_runtime_sum 0.845070422535211
lognormal 16 gwa-t10 bot_runtime_sum 0.838028169014085
normal 16 gwa-t10 bot_runtime_sum 0.845070422535211
weibull 16 gwa-t10 bot_runtime_sum 0.866197183098592
combined 17 gwa-t10 bot_runtime_sum 0.915492957746479
exponential 17 gwa-t10 bot_runtime_sum 0
gamma 17 gwa-t10 bot_runtime_sum 0.852112676056338
lognormal 17 gwa-t10 bot_runtime_sum 0.852112676056338
normal 17 gwa-t10 bot_runtime_sum 0.852112676056338
weibull 17 gwa-t10 bot_runtime_sum 0.873239436619718
combined 18 gwa-t10 bot_runtime_sum 0.915492957746479
exponential 18 gwa-t10 bot_runtime_sum 0
gamma 18 gwa-t10 bot_runtime_sum 0.859154929577465
lognormal 18 gwa-t10 bot_runtime_sum 0.852112676056338
normal 18 gwa-t10 bot_runtime_sum 0.845070422535211
weibull 18 gwa-t10 bot_runtime_sum 0.866197183098592
combined 19 gwa-t10 bot_runtime_sum 0.915492957746479
exponential 19 gwa-t10 bot_runtime_sum 0
gamma 19 gwa-t10 bot_runtime_sum 0.866197183098592
lognormal 19 gwa-t10 bot_runtime_sum 0.852112676056338
normal 19 gwa-t10 bot_runtime_sum 0.866197183098592
weibull 19 gwa-t10 bot_runtime_sum 0.866197183098592
combined 20 gwa-t10 bot_runtime_sum 0.922535211267606
exponential 20 gwa-t10 bot_runtime_sum 0
gamma 20 gwa-t10 bot_runtime_sum 0.873239436619718
lognormal 20 gwa-t10 bot_runtime_sum 0.859154929577465
normal 20 gwa-t10 bot_runtime_sum 0.887323943661972
weibull 20 gwa-t10 bot_runtime_sum 0.866197183098592
combined 1 gwa-t11 bot_runtime_sum 0.105263157894737
exponential 1 gwa-t11 bot_runtime_sum 0
gamma 1 gwa-t11 bot_runtime_sum 0.105263157894737
lognormal 1 gwa-t11 bot_runtime_sum 0.105263157894737
normal 1 gwa-t11 bot_runtime_sum 0.0526315789473684
weibull 1 gwa-t11 bot_runtime_sum 0.0526315789473684
combined 2 gwa-t11 bot_runtime_sum 0.157894736842105
exponential 2 gwa-t11 bot_runtime_sum 0
gamma 2 gwa-t11 bot_runtime_sum 0.105263157894737
lognormal 2 gwa-t11 bot_runtime_sum 0.0526315789473684
normal 2 gwa-t11 bot_runtime_sum 0.157894736842105
weibull 2 gwa-t11 bot_runtime_sum 0.157894736842105
combined 3 gwa-t11 bot_runtime_sum 0.157894736842105
exponential 3 gwa-t11 bot_runtime_sum 0
gamma 3 gwa-t11 bot_runtime_sum 0.105263157894737
lognormal 3 gwa-t11 bot_runtime_sum 0.105263157894737
normal 3 gwa-t11 bot_runtime_sum 0.157894736842105
weibull 3 gwa-t11 bot_runtime_sum 0.0526315789473684
combined 4 gwa-t11 bot_runtime_sum 0.368421052631579
exponential 4 gwa-t11 bot_runtime_sum 0
gamma 4 gwa-t11 bot_runtime_sum 0.263157894736842
lognormal 4 gwa-t11 bot_runtime_sum 0.263157894736842
normal 4 gwa-t11 bot_runtime_sum 0.368421052631579
weibull 4 gwa-t11 bot_runtime_sum 0.263157894736842
combined 5 gwa-t11 bot_runtime_sum 0.421052631578947
exponential 5 gwa-t11 bot_runtime_sum 0
gamma 5 gwa-t11 bot_runtime_sum 0.263157894736842
lognormal 5 gwa-t11 bot_runtime_sum 0.263157894736842
normal 5 gwa-t11 bot_runtime_sum 0.421052631578947
weibull 5 gwa-t11 bot_runtime_sum 0.263157894736842
combined 6 gwa-t11 bot_runtime_sum 0.368421052631579
exponential 6 gwa-t11 bot_runtime_sum 0
gamma 6 gwa-t11 bot_runtime_sum 0.263157894736842
lognormal 6 gwa-t11 bot_runtime_sum 0.263157894736842
normal 6 gwa-t11 bot_runtime_sum 0.368421052631579
weibull 6 gwa-t11 bot_runtime_sum 0.263157894736842
combined 7 gwa-t11 bot_runtime_sum 0.368421052631579
exponential 7 gwa-t11 bot_runtime_sum 0
gamma 7 gwa-t11 bot_runtime_sum 0.263157894736842
lognormal 7 gwa-t11 bot_runtime_sum 0.263157894736842
normal 7 gwa-t11 bot_runtime_sum 0.368421052631579
weibull 7 gwa-t11 bot_runtime_sum 0.263157894736842
combined 8 gwa-t11 bot_runtime_sum 0.368421052631579
exponential 8 gwa-t11 bot_runtime_sum 0
gamma 8 gwa-t11 bot_runtime_sum 0.263157894736842
lognormal 8 gwa-t11 bot_runtime_sum 0.263157894736842
normal 8 gwa-t11 bot_runtime_sum 0.315789473684211
weibull 8 gwa-t11 bot_runtime_sum 0.315789473684211
combined 9 gwa-t11 bot_runtime_sum 0.421052631578947
exponential 9 gwa-t11 bot_runtime_sum 0
gamma 9 gwa-t11 bot_runtime_sum 0.315789473684211
lognormal 9 gwa-t11 bot_runtime_sum 0.315789473684211
normal 9 gwa-t11 bot_runtime_sum 0.368421052631579
weibull 9 gwa-t11 bot_runtime_sum 0.368421052631579
combined 10 gwa-t11 bot_runtime_sum 0.526315789473684
exponential 10 gwa-t11 bot_runtime_sum 0
gamma 10 gwa-t11 bot_runtime_sum 0.368421052631579
lognormal 10 gwa-t11 bot_runtime_sum 0.315789473684211
normal 10 gwa-t11 bot_runtime_sum 0.473684210526316
weibull 10 gwa-t11 bot_runtime_sum 0.473684210526316
combined 11 gwa-t11 bot_runtime_sum 0.526315789473684
exponential 11 gwa-t11 bot_runtime_sum 0
gamma 11 gwa-t11 bot_runtime_sum 0.421052631578947
lognormal 11 gwa-t11 bot_runtime_sum 0.368421052631579
normal 11 gwa-t11 bot_runtime_sum 0.473684210526316
weibull 11 gwa-t11 bot_runtime_sum 0.526315789473684
combined 12 gwa-t11 bot_runtime_sum 0.578947368421053
exponential 12 gwa-t11 bot_runtime_sum 0
gamma 12 gwa-t11 bot_runtime_sum 0.473684210526316
lognormal 12 gwa-t11 bot_runtime_sum 0.421052631578947
normal 12 gwa-t11 bot_runtime_sum 0.526315789473684
weibull 12 gwa-t11 bot_runtime_sum 0.526315789473684
combined 13 gwa-t11 bot_runtime_sum 0.631578947368421
exponential 13 gwa-t11 bot_runtime_sum 0
gamma 13 gwa-t11 bot_runtime_sum 0.526315789473684
lognormal 13 gwa-t11 bot_runtime_sum 0.473684210526316
normal 13 gwa-t11 bot_runtime_sum 0.578947368421053
weibull 13 gwa-t11 bot_runtime_sum 0.578947368421053
combined 14 gwa-t11 bot_runtime_sum 0.684210526315789
exponential 14 gwa-t11 bot_runtime_sum 0
gamma 14 gwa-t11 bot_runtime_sum 0.578947368421053
lognormal 14 gwa-t11 bot_runtime_sum 0.526315789473684
normal 14 gwa-t11 bot_runtime_sum 0.631578947368421
weibull 14 gwa-t11 bot_runtime_sum 0.631578947368421
combined 15 gwa-t11 bot_runtime_sum 0.684210526315789
exponential 15 gwa-t11 bot_runtime_sum 0
gamma 15 gwa-t11 bot_runtime_sum 0.578947368421053
lognormal 15 gwa-t11 bot_runtime_sum 0.526315789473684
normal 15 gwa-t11 bot_runtime_sum 0.631578947368421
weibull 15 gwa-t11 bot_runtime_sum 0.631578947368421
combined 16 gwa-t11 bot_runtime_sum 0.736842105263158
exponential 16 gwa-t11 bot_runtime_sum 0
gamma 16 gwa-t11 bot_runtime_sum 0.631578947368421
lognormal 16 gwa-t11 bot_runtime_sum 0.578947368421053
normal 16 gwa-t11 bot_runtime_sum 0.684210526315789
weibull 16 gwa-t11 bot_runtime_sum 0.684210526315789
combined 17 gwa-t11 bot_runtime_sum 0.736842105263158
exponential 17 gwa-t11 bot_runtime_sum 0
gamma 17 gwa-t11 bot_runtime_sum 0.631578947368421
lognormal 17 gwa-t11 bot_runtime_sum 0.578947368421053
normal 17 gwa-t11 bot_runtime_sum 0.684210526315789
weibull 17 gwa-t11 bot_runtime_sum 0.684210526315789
combined 18 gwa-t11 bot_runtime_sum 0.736842105263158
exponential 18 gwa-t11 bot_runtime_sum 0
gamma 18 gwa-t11 bot_runtime_sum 0.631578947368421
lognormal 18 gwa-t11 bot_runtime_sum 0.578947368421053
normal 18 gwa-t11 bot_runtime_sum 0.684210526315789
weibull 18 gwa-t11 bot_runtime_sum 0.684210526315789
combined 19 gwa-t11 bot_runtime_sum 0.736842105263158
exponential 19 gwa-t11 bot_runtime_sum 0
gamma 19 gwa-t11 bot_runtime_sum 0.631578947368421
lognormal 19 gwa-t11 bot_runtime_sum 0.578947368421053
normal 19 gwa-t11 bot_runtime_sum 0.684210526315789
weibull 19 gwa-t11 bot_runtime_sum 0.684210526315789
combined 1 gwa-t1 task_runtime 0.234513274336283
exponential 1 gwa-t1 task_runtime 0.154867256637168
gamma 1 gwa-t1 task_runtime 0.221238938053097
lognormal 1 gwa-t1 task_runtime 0.234513274336283
normal 1 gwa-t1 task_runtime 0.185840707964602
weibull 1 gwa-t1 task_runtime 0.20353982300885
combined 2 gwa-t1 task_runtime 0.283185840707965
exponential 2 gwa-t1 task_runtime 0.13716814159292
gamma 2 gwa-t1 task_runtime 0.265486725663717
lognormal 2 gwa-t1 task_runtime 0.278761061946903
normal 2 gwa-t1 task_runtime 0.221238938053097
weibull 2 gwa-t1 task_runtime 0.234513274336283
combined 3 gwa-t1 task_runtime 0.460176991150442
exponential 3 gwa-t1 task_runtime 0.146017699115044
gamma 3 gwa-t1 task_runtime 0.451327433628319
lognormal 3 gwa-t1 task_runtime 0.446902654867257
normal 3 gwa-t1 task_runtime 0.393805309734513
weibull 3 gwa-t1 task_runtime 0.442477876106195
combined 4 gwa-t1 task_runtime 0.539823008849557
exponential 4 gwa-t1 task_runtime 0.146017699115044
gamma 4 gwa-t1 task_runtime 0.526548672566372
lognormal 4 gwa-t1 task_runtime 0.526548672566372
normal 4 gwa-t1 task_runtime 0.473451327433628
weibull 4 gwa-t1 task_runtime 0.517699115044248
combined 5 gwa-t1 task_runtime 0.561946902654867
exponential 5 gwa-t1 task_runtime 0.146017699115044
gamma 5 gwa-t1 task_runtime 0.530973451327434
lognormal 5 gwa-t1 task_runtime 0.539823008849557
normal 5 gwa-t1 task_runtime 0.495575221238938
weibull 5 gwa-t1 task_runtime 0.517699115044248
combined 6 gwa-t1 task_runtime 0.579646017699115
exponential 6 gwa-t1 task_runtime 0.146017699115044
gamma 6 gwa-t1 task_runtime 0.544247787610619
lognormal 6 gwa-t1 task_runtime 0.539823008849557
normal 6 gwa-t1 task_runtime 0.508849557522124
weibull 6 gwa-t1 task_runtime 0.539823008849557
combined 7 gwa-t1 task_runtime 0.654867256637168
exponential 7 gwa-t1 task_runtime 0.154867256637168
gamma 7 gwa-t1 task_runtime 0.615044247787611
lognormal 7 gwa-t1 task_runtime 0.584070796460177
normal 7 gwa-t1 task_runtime 0.619469026548673
weibull 7 gwa-t1 task_runtime 0.63716814159292
combined 8 gwa-t1 task_runtime 0.685840707964602
exponential 8 gwa-t1 task_runtime 0.15929203539823
gamma 8 gwa-t1 task_runtime 0.646017699115044
